PlayerName,Number_Identifier,Hall.Of.Famer,save_percentage,goalie_wins,X100..Wins,X350..Wins,goalie_losses,goals_against_average,goalie_games_played,Top15Pick,Cluster
Dylan Wells,143,0,0,0,0,0,0,0,0,0,1
Colton Point,144,0,0,0,0,0,0,0,0,0,1
Jeremy Helvig,146,0,0,0,0,0,0,0,0,0,1
Peter Thome,147,0,0,0,0,0,0,0,0,0,1
Mikhail Berdin,148,0,0,0,0,0,0,0,0,0,1
Filip Larsson,149,0,0,0,0,0,0,0,0,0,1
Konstantin Volkov,150,0,0,0,0,0,0,0,0,0,1
Tyler Wall,151,0,0,0,0,0,0,0,0,0,1
Mike Robinson,158,0,0,0,0,0,0,0,0,0,1
Matej Tomek,159,0,0,0,0,0,0,0,0,0,1
Callum Booth,160,0,0,0,0,0,0,0,0,0,1
Joren Van Pottelberghe,161,0,0,0,0,0,0,0,0,0,1
Ales Stezka,162,0,0,0,0,0,0,0,0,0,1
Luke Opilka,164,0,0,0,0,0,0,0,0,0,1
Kristian Oldham,165,0,0,0,0,0,0,0,0,0,1
Markus Ruusu,166,0,0,0,0,0,0,0,0,0,1
Garrett Metcalf,167,0,0,0,0,0,0,0,0,0,1
Ivan Fedotov,170,0,0,0,0,0,0,0,0,0,1
John Kupsky,171,0,0,0,0,0,0,0,0,0,1
Evan Smith,173,0,0,0,0,0,0,0,0,0,1
Ryan Bednard,174,0,0,0,0,0,0,0,0,0,1
Miroslav Svoboda,175,0,0,0,0,0,0,0,0,0,1
Mason McDonald,176,0,0,0,0,0,0,0,0,0,1
Linus Soderstrom,185,0,0,0,0,0,0,0,0,0,1
Zachary Nagelvoort,187,0,0,0,0,0,0,0,0,0,1
Brent Moran,188,0,0,0,0,0,0,0,0,0,1
Chase Perry,190,0,0,0,0,0,0,0,0,0,1
Alec Dillon,191,0,0,0,0,0,0,0,0,0,1
Maximilian Pajpach,192,0,0,0,0,0,0,0,0,0,1
Hayden Hawkey,193,0,0,0,0,0,0,0,0,0,1
Ivan Nalimov,194,0,0,0,0,0,0,0,0,0,1
Hugo Fagerblom,195,0,0,0,0,0,0,0,0,0,1
Keven Bouchard,196,0,0,0,0,0,0,0,0,0,1
Philippe Desrosiers,199,0,0,0,0,0,0,0,0,0,1
Eamon McAdam,202,0,0,0,0,0,0,0,0,0,1
Evan Cowley,204,0,0,0,0,0,0,0,0,0,1
Stephon Williams,206,0,0,0,0,0,0,0,0,0,1
Fredrik Bergvik,207,0,0,0,0,0,0,0,0,0,1
Patrik Bartosak,210,0,0,0,0,0,0,0,0,0,1
Merrick Madsen,211,0,0,0,0,0,0,0,0,0,1
Brendan Burke,212,0,0,0,0,0,0,0,0,0,1
Alexandre Belanger,215,0,0,0,0,0,0,0,0,0,1
Janne Juvonen,216,0,0,0,0,0,0,0,0,0,1
Anthony Brodeur,217,0,0,0,0,0,0,0,0,0,1
Daniel Altshuller,223,0,0,0,0,0,0,0,0,0,1
Jake Paterson,226,0,0,0,0,0,0,0,0,0,1
Sean Maguire,229,0,0,0,0,0,0,0,0,0,1
Henri Kiviaho,231,0,0,0,0,0,0,0,0,0,1
Francois Tremblay,232,0,0,0,0,0,0,0,0,0,1
Collin Olson,233,0,0,0,0,0,0,0,0,0,1
Francois Brassard,235,0,0,0,0,0,0,0,0,0,1
Jamie Phillips,238,0,0,0,0,0,0,0,0,0,1
Brandon Whitney,239,0,0,0,0,0,0,0,0,0,1
Matt Tomkins,240,0,0,0,0,0,0,0,0,0,1
Sergey Kostenko,241,0,0,0,0,0,0,0,0,0,1
Samu Perhonen,245,0,0,0,0,0,0,0,0,0,1
David Honzik,246,0,0,0,0,0,0,0,0,0,1
Steffen Soberg,248,0,0,0,0,0,0,0,0,0,1
Niklas Lundstrom,249,0,0,0,0,0,0,0,0,0,1
Steve Michalek,251,0,0,0,0,0,0,0,0,0,1
Matt Mahalak,252,0,0,0,0,0,0,0,0,0,1
Lars Volden,256,0,0,0,0,0,0,0,0,0,1
Frans Tuohimaa,257,0,0,0,0,0,0,0,0,0,1
Johan Mattsson,260,0,0,0,0,0,0,0,0,0,1
Sam Brittain,266,0,0,0,0,0,0,0,0,0,1
Mathieu Corbeil,267,0,0,0,0,0,0,0,0,0,1
Fredrik Pettersson-Wentzel,271,0,0,0,0,0,0,0,0,0,1
Johan Gustafsson,274,0,0,0,0,0,0,0,0,0,1
Maxime Clermont,276,0,0,0,0,0,0,0,0,0,1
Jonathan Iilahti,277,0,0,0,0,0,0,0,0,0,1
Martin Ouellette,278,0,0,0,0,0,0,0,0,0,1
Cody Rosen,279,0,0,0,0,0,0,0,0,0,1
Mac Carruth,281,0,0,0,0,0,0,0,0,0,1
Igor Bobkov,285,0,0,0,0,0,0,0,0,0,1
Adam Morrison,287,0,0,0,0,0,0,0,0,0,1
Mike Lee,288,0,0,0,0,0,0,0,0,0,1
Kieran Millan,291,0,0,0,0,0,0,0,0,0,1
Olivier Roy,292,0,0,0,0,0,0,0,0,0,1
Scott Stajcer,293,0,0,0,0,0,0,0,0,0,1
Nic Riopel,294,0,0,0,0,0,0,0,0,0,1
Michael Zador,295,0,0,0,0,0,0,0,0,0,1
Brandon Maxwell,296,0,0,0,0,0,0,0,0,0,1
Jaroslav Janus,298,0,0,0,0,0,0,0,0,0,1
Joe Cannata,301,0,0,0,0,0,0,0,0,0,1
Petteri Simila,302,0,0,0,0,0,0,0,0,0,1
Chet Pickard,303,0,0,0,0,0,0,0,0,0,1
Tyler Beskorowany,307,0,0,0,0,0,0,0,0,0,1
Peter Delmas,308,0,0,0,0,0,0,0,0,0,1
Marco Cousineau,310,0,0,0,0,0,0,0,0,0,1
Jacob Deserres,311,0,0,0,0,0,0,0,0,0,1
Jason Missiaen,314,0,0,0,0,0,0,0,0,0,1
Chris Carrozzi,318,0,0,0,0,0,0,0,0,0,1
Grant Rollheiser,319,0,0,0,0,0,0,0,0,0,1
Patrick Killeen,321,0,0,0,0,0,0,0,0,0,1
Paul Karpowich,322,0,0,0,0,0,0,0,0,0,1
Morgan Clark,323,0,0,0,0,0,0,0,0,0,1
Joel Gistedt,326,0,0,0,0,0,0,0,0,0,1
Antoine Lafleur,327,0,0,0,0,0,0,0,0,0,1
Trevor Cann,328,0,0,0,0,0,0,0,0,0,1
Josh Unice,331,0,0,0,0,0,0,0,0,0,1
Tyson Sexsmith,332,0,0,0,0,0,0,0,0,0,1
Sebastian Stefaniszin,333,0,0,0,0,0,0,0,0,0,1
Kent Patterson,334,0,0,0,0,0,0,0,0,0,1
Mattias Modig,335,0,0,0,0,0,0,0,0,0,1
Linden Rowat,336,0,0,0,0,0,0,0,0,0,1
Brad Eidsness,337,0,0,0,0,0,0,0,0,0,1
Dan Dunn,339,0,0,0,0,0,0,0,0,0,1
Brad Phillips,341,0,0,0,0,0,0,0,0,0,1
Torrie Jung,342,0,0,0,0,0,0,0,0,0,1
Nick Eno,343,0,0,0,0,0,0,0,0,0,1
Sergei Gayduchenko,344,0,0,0,0,0,0,0,0,0,1
Atte Engren,345,0,0,0,0,0,0,0,0,0,1
Riku Helenius,347,0,1,0,0,0,0,0,1,1,1
Daniel Larsson,354,0,0,0,0,0,0,0,0,0,1
Joe Palmer,355,0,0,0,0,0,0,0,0,0,1
Jase Weslosky,358,0,0,0,0,0,0,0,0,0,1
Jakub Kovar,359,0,0,0,0,0,0,0,0,0,1
Brett Bennett,362,0,0,0,0,0,0,0,0,0,1
Niko Hovinen,363,0,0,0,0,0,0,0,0,0,1
Bryan Pitton,364,0,0,0,0,0,0,0,0,0,1
Alex Kangas,365,0,0,0,0,0,0,0,0,0,1
Ryan Daniels,367,0,0,0,0,0,0,0,0,0,1
Stefan Ridderwall,368,0,0,0,0,0,0,0,0,0,1
Michael Dupont,369,0,0,0,0,0,0,0,0,0,1
Marc Cheverie,370,0,0,0,0,0,0,0,0,0,1
Billy Sauer,371,0,0,0,0,0,0,0,0,0,1
Tyler Plante,374,0,0,0,0,0,0,0,0,0,1
Jeff Frazee,375,0,1,0,0,0,0,0,1,0,1
Pier-Olivier Pelletier,377,0,0,0,0,0,0,0,0,0,1
Kristofer Westblom,378,0,0,0,0,0,0,0,0,0,1
Alexandre Vincent,382,0,0,0,0,0,0,0,0,0,1
Kevin Lalande,384,0,0,0,0,0,0,0,0,0,1
Taylor Dakers,386,0,0,0,0,0,0,0,0,0,1
Daren Machesney,387,0,0,0,0,0,0,0,0,0,1
Matt Keetley,388,0,1,0,0,0,0,0,1,0,1
Brian Foster,389,0,1,0,0,0,0,0,1,0,1
Kevin Beech,390,0,0,0,0,0,0,0,0,0,1
Joe Fallon,391,0,0,0,0,0,0,0,0,0,1
Adam Dennis,392,0,0,0,0,0,0,0,0,0,1
Jean-Philippe Levasseur,393,0,0,0,0,0,0,0,0,0,1
Pat McGann,394,0,0,0,0,0,0,0,0,0,1
David Shantz,399,0,0,0,0,0,0,0,0,0,1
Jason Churchill,405,0,0,0,0,0,0,0,0,0,1
Magnus Akerlund,406,0,0,0,0,0,0,0,0,0,1
Kyle Moir,407,0,0,0,0,0,0,0,0,0,1
Michal Valent,408,0,0,0,0,0,0,0,0,0,1
Loic Lacasse,409,0,0,0,0,0,0,0,0,0,1
Josh Disher,410,0,0,0,0,0,0,0,0,0,1
Dan Turple,411,0,0,0,0,0,0,0,0,0,1
Julien Ellis,412,0,0,0,0,0,0,0,0,0,1
Gabriel Bouthillette,414,0,0,0,0,0,0,0,0,0,1
James Spratt,416,0,0,0,0,0,0,0,0,0,1
Ian Keserich,417,0,0,0,0,0,0,0,0,0,1
David Brown,419,0,0,0,0,0,0,0,0,0,1
Justin Mrazek,420,0,0,0,0,0,0,0,0,0,1
Derek MacIntyre,422,0,0,0,0,0,0,0,0,0,1
Bjorn Bjurling,425,0,0,0,0,0,0,0,0,0,1
Sylvain Michaud,426,0,0,0,0,0,0,0,0,0,1
Brian Mahoney-Wilson,427,0,0,0,0,0,0,0,0,0,1
Ryan Munce,431,0,0,0,0,0,0,0,0,0,1
Konstantin Barulin,432,0,0,0,0,0,0,0,0,0,1
Jonathan Boutin,433,0,0,0,0,0,0,0,0,0,1
Teemu Lassila,434,0,0,0,0,0,0,0,0,0,1
Kevin Nastiuk,435,0,0,0,0,0,0,0,0,0,1
Rustam Sidikov,436,0,0,0,0,0,0,0,0,0,1
Patrick Ehelechner,437,0,0,0,0,0,0,0,0,0,1
David Tremblay,438,0,0,0,0,0,0,0,0,0,1
Eero Kilpelainen,439,0,0,0,0,0,0,0,0,0,1
Mike Brown,440,0,0,0,0,0,0,0,0,0,1
Chris Heino-Lindberg,442,0,0,0,0,0,0,0,0,0,1
Chris Holt,443,0,1,0,0,0,0,0,2,0,1
Miroslav Kopriva,444,0,0,0,0,0,0,0,0,0,1
Rejean Beauchemin,445,0,0,0,0,0,0,0,0,0,1
Ville Hostikka,446,0,0,0,0,0,0,0,0,0,1
Jason Smith,447,0,0,0,0,0,0,0,0,0,1
Miroslav Hanuljak,450,0,0,0,0,0,0,0,0,0,1
Jeff Weber,453,0,0,0,0,0,0,0,0,0,1
Kevin Regan,455,0,0,0,0,0,0,0,0,0,1
Maxime Daigneault,464,0,0,0,0,0,0,0,0,0,1
Todd Ford,466,0,0,0,0,0,0,0,0,0,1
Lukas Mensator,467,0,0,0,0,0,0,0,0,0,1
Marty Magers,468,0,0,0,0,0,0,0,0,0,1
Joe Pearce,469,0,0,0,0,0,0,0,0,0,1
Rob Gherson,470,0,0,0,0,0,0,0,0,0,1
Glenn Fisher,471,0,0,0,0,0,0,0,0,0,1
Rob McVicar,472,0,0,0,0,0,0,0,1,0,1
Peter Hamerlik,473,0,0,0,0,0,0,0,0,0,1
Daniel Manzato,474,0,0,0,0,0,0,0,0,0,1
Dov Grumet-Morris,475,0,0,0,0,0,0,0,0,0,1
Tyler Weiman,476,0,1,0,0,0,0,0,1,0,1
Logan Koopmans,477,0,0,0,0,0,0,0,0,0,1
Robert Goepfert,478,0,0,0,0,0,0,0,0,0,1
Jeff Pietrasiak,481,0,0,0,0,0,0,0,0,0,1
Mikael Vuorio,482,0,0,0,0,0,0,0,0,0,1
Tyson Kellerman,484,0,0,0,0,0,0,0,0,0,1
Brad Topping,485,0,0,0,0,0,0,0,0,0,1
Vasily Koshechkin,486,0,0,0,0,0,0,0,0,0,1
Matt Violin,487,0,0,0,0,0,0,0,0,0,1
Matt Davis,488,0,0,0,0,0,0,0,0,0,1
Dwight Labrosse,489,0,0,0,0,0,0,0,0,0,1
Andrei Medvedev,494,0,0,0,0,0,0,0,0,0,1
Tuomas Nissinen,498,0,0,0,0,0,0,0,0,0,1
Matti Kaltiainen,502,0,0,0,0,0,0,0,0,0,1
Dusan Salficky,504,0,0,0,0,0,0,0,0,0,1
Billy Thompson,506,0,0,0,0,0,0,0,0,0,1
Bernd Bruckler,507,0,0,0,0,0,0,0,0,0,1
Terry Denike,508,0,0,0,0,0,0,0,0,0,1
Roman Malek,509,0,0,0,0,0,0,0,0,0,1
Daniel Boisclair,512,0,0,0,0,0,0,0,0,0,1
Nick Pannoni,514,0,0,0,0,0,0,0,0,0,1
Jordan Sigalet,515,0,0,0,0,0,0,0,1,0,1
Steve Belanger,516,0,0,0,0,0,0,0,0,0,1
Jan Chovan,517,0,0,0,0,0,0,0,0,0,1
Tomas Duba,519,0,0,0,0,0,0,0,0,0,1
Brandon Crawford-West,521,0,0,0,0,0,0,0,0,0,1
Robert Muller,522,0,0,0,0,0,0,0,0,0,1
Sebastien Laplante,523,0,0,0,0,0,0,0,0,0,1
Mathieu Chouinard,527,0,1,0,0,0,0,0,1,0,1
Peter Hamerlik,530,0,0,0,0,0,0,0,0,0,1
Jean-Francois Racine,531,0,0,0,0,0,0,0,0,0,1
Stefan Liv,532,0,0,0,0,0,0,0,0,0,1
Ghyslain Rousseau,533,0,0,0,0,0,0,0,0,0,1
Levente Szuper,534,0,0,0,0,0,0,0,0,0,1
Davis Parley,535,0,0,0,0,0,0,0,0,0,1
Brandon Snee,536,0,0,0,0,0,0,0,0,0,1
Matus Kostur,537,0,0,0,0,0,0,0,0,0,1
Nathan Marsters,538,0,0,0,0,0,0,0,0,0,1
Zdenek Smid,540,0,0,0,0,0,0,0,0,0,1
Shane Bendera,541,0,0,0,0,0,0,0,0,0,1
Michael Ayers,543,0,0,0,0,0,0,0,0,0,1
Jure Penko,544,0,0,0,0,0,0,0,0,0,1
Aaron Molnar,546,0,0,0,0,0,0,0,0,0,1
Alexander Polukeyev,548,0,0,0,0,0,0,0,0,0,1
Craig Kowalski,549,0,0,0,0,0,0,0,0,0,1
Joni Puurula,551,0,0,0,0,0,0,0,0,0,1
Nick Boucher,553,0,0,0,0,0,0,0,0,0,1
Carl Grahn,554,0,0,0,0,0,0,0,0,0,1
Blake Ward,555,0,0,0,0,0,0,0,0,0,1
Ari Ahonen,558,0,0,0,0,0,0,0,0,0,1
Simon Lajeunesse,560,0,1,0,0,0,0,0,1,0,1
Johan Asplund,564,0,0,0,0,0,0,0,0,0,1
Jean-Francois Laniel,565,0,0,0,0,0,0,0,0,0,1
Cory Campbell,568,0,0,0,0,0,0,0,0,0,1
Evan Lindsay,570,0,0,0,0,0,0,0,0,0,1
Jean-Francois Nogues,571,0,0,0,0,0,0,0,0,0,1
Seamus Kotyk,573,0,0,0,0,0,0,0,0,0,1
Michal Lanicek,574,0,0,0,0,0,0,0,0,0,1
Donald Choukalos,578,0,0,0,0,0,0,0,0,0,1
Kevin Swanson,579,0,0,0,0,0,0,0,0,0,1
Vadim Tarasov,580,0,0,0,0,0,0,0,0,0,1
Phil Osaer,581,0,0,0,0,0,0,0,0,0,1
Kyle Kettles,582,0,0,0,0,0,0,0,0,0,1
Vladimir Kulikov,583,0,0,0,0,0,0,0,0,0,1
Jonathon Charron,584,0,0,0,0,0,0,0,0,0,1
Antti Jokela,585,0,0,0,0,0,0,0,0,0,1
Mathieu Chouinard,587,0,1,0,0,0,0,0,1,1,1
Jomar Cruz,589,0,0,0,0,0,0,0,0,0,1
Jamie Hodson,591,0,0,0,0,0,0,0,0,0,1
Alexei Volkov,592,0,0,0,0,0,0,0,0,0,1
Jake McCracken,593,0,0,0,0,0,0,0,0,0,1
Chris Madden,594,0,0,0,0,0,0,0,0,0,1
Scott Myers,596,0,0,0,0,0,0,0,0,0,1
Kristian Antila,597,0,0,0,0,0,0,0,0,0,1
Josh Blackburn,598,0,0,0,0,0,0,0,0,0,1
Jonathan Pelletier,600,0,0,0,0,0,0,0,0,0,1
Cam Ondrik,602,0,0,0,0,0,0,0,0,0,1
Frederik Brindamour,605,0,0,0,0,0,0,0,0,0,1
Mika Lehto,606,0,0,0,0,0,0,0,0,0,1
Andreas Andersson,607,0,0,0,0,0,0,0,0,0,1
Evan Lindsay,613,0,0,0,0,0,0,0,0,0,1
Patrick Dovigi,614,0,0,0,0,0,0,0,0,0,1
Curtis Cruickshank,616,0,0,0,0,0,0,0,0,0,1
Matt Cockell,617,0,0,0,0,0,0,0,0,0,1
Luc Vaillancourt,618,0,0,0,0,0,0,0,0,0,1
Jason McLean,619,0,0,0,0,0,0,0,0,0,1
Shawn Degagne,620,0,0,0,0,0,0,0,0,0,1
Jeremy Symington,623,0,0,0,0,0,0,0,0,0,1
Pierre-Luc Therrien,624,0,0,0,0,0,0,0,0,0,1
Peter Brady,626,0,0,0,0,0,0,0,0,0,1
Alexander Fomichev,627,0,0,0,0,0,0,0,0,0,1
Craig Hillier,628,0,0,0,0,0,0,0,0,0,1
Francis Larivee,630,0,0,0,0,0,0,0,0,0,1
Aren Miller,631,0,0,0,0,0,0,0,0,0,1
Terry Friesen,632,0,0,0,0,0,0,0,0,0,1
Dave Weninger,633,0,0,0,0,0,0,0,0,0,1
Randy Petruk,635,0,0,0,0,0,0,0,0,0,1
Per-Ragna Bergqvist,636,0,0,0,0,0,0,0,0,0,1
Michal Podolka,637,0,0,0,0,0,0,0,0,0,1
Aaron Baker,640,0,0,0,0,0,0,0,0,0,1
Nolan McDonald,641,0,0,0,0,0,0,0,0,0,1
Blaine Russell,642,0,0,0,0,0,0,0,0,0,1
Stephen Wagner,643,0,0,0,0,0,0,0,0,0,1
Kai Fischer,644,0,0,0,0,0,0,0,0,0,1
J.R. Prestifilippo,645,0,0,0,0,0,0,0,0,0,1
Eoin McInerney,646,0,0,0,0,0,0,0,0,0,1
Denis Khloptonov,648,0,0,0,0,0,0,0,0,0,1
John Hultberg,649,0,0,0,0,0,0,0,0,0,1
Scott Buhler,650,0,0,0,0,0,0,0,0,0,1
Aaron MacDonald,655,0,0,0,0,0,0,0,0,0,1
Scott Roche,657,0,0,0,0,0,0,0,0,0,1
Brian Elder,663,0,0,0,0,0,0,0,0,0,1
David Arsenault,665,0,0,0,0,0,0,0,0,0,1
Sylvain Daigle,667,0,0,0,0,0,0,0,0,0,1
Doug Bonner,668,0,0,0,0,0,0,0,0,0,1
Marc Magliarditi,669,0,0,0,0,0,0,0,0,0,1
Jeff Heil,670,0,0,0,0,0,0,0,0,0,1
Igor Karpenko,671,0,0,0,0,0,0,0,0,0,1
Frederic Henry,672,0,0,0,0,0,0,0,0,0,1
David MacDonald,673,0,0,0,0,0,0,0,0,0,1
David Lemanowicz,675,0,0,0,0,0,0,0,0,0,1
Jason Cugnet,676,0,0,0,0,0,0,0,0,0,1
Frank Ivankovic,677,0,0,0,0,0,0,0,0,0,1
Evgeni Ryabchikov,680,0,0,0,0,0,0,0,0,0,1
Bryan Masotta,683,0,0,0,0,0,0,0,0,0,1
Mark McArthur,684,0,0,0,0,0,0,0,0,0,1
Frederic Deschenes,685,0,0,0,0,0,0,0,0,0,1
Steve Vezina,687,0,0,0,0,0,0,0,0,0,1
Patrick Haltia,688,0,0,0,0,0,0,0,0,0,1
Luciano Caravaggio,689,0,0,0,0,0,0,0,0,0,1
Steve Plouffe,690,0,0,0,0,0,0,0,0,0,1
Chris Wickenheiser,691,0,0,0,0,0,0,0,0,0,1
Jason Elliot,692,0,0,0,0,0,0,0,0,0,1
Henrik Smangs,695,0,0,0,0,0,0,0,0,0,1
Jeremy Jablonski,696,0,0,0,0,0,0,0,0,0,1
Brian Regan,702,0,0,0,0,0,0,0,0,0,1
Lars Weibel,703,0,0,0,0,0,0,0,0,0,1
Neil Savary,704,0,0,0,0,0,0,0,0,0,1
Scott Swanjord,705,0,0,0,0,0,0,0,0,0,1
Brian Leitza,707,0,0,0,0,0,0,0,0,0,1
Patrick Charbonneau,712,0,0,0,0,0,0,0,0,0,1
Joel Gagnon,713,0,0,0,0,0,0,0,0,0,1
Chad Lang,714,0,0,0,0,0,0,0,0,0,1
Frederick Beaubien,716,0,0,0,0,0,0,0,0,0,1
Todd MacDonald,718,0,0,0,0,0,0,0,0,0,1
Jason Saal,719,0,0,0,0,0,0,0,0,0,1
Dave Trofimenkoff,722,0,0,0,0,0,0,0,0,0,1
Aaron Israel,724,0,0,0,0,0,0,0,0,0,1
Mike Buzak,725,0,0,0,0,0,0,0,0,0,1
David Brumby,728,0,0,0,0,0,0,0,0,0,1
Petr Franek,729,0,0,0,0,0,0,0,0,0,1
Toby Kvalevog,730,0,0,0,0,0,0,0,0,0,1
Jonas Forsberg,731,0,0,0,0,0,0,0,0,0,1
Ken Shepard,732,0,0,0,0,0,0,0,0,0,1
Tripp Tracy,733,0,0,0,0,0,0,0,0,0,1
Judd Lambert,734,0,0,0,0,0,0,0,0,0,1
Jeff Salajko,735,0,0,0,0,0,0,0,0,0,1
Chris Davis,737,0,0,0,0,0,0,0,0,0,1
Marc Seliger,738,0,0,0,0,0,0,0,0,0,1
Brian Larochelle,739,0,0,0,0,0,0,0,0,0,1
James Kosecki,740,0,0,0,0,0,0,0,0,0,1
Joakim Persson,741,0,0,0,0,0,0,0,0,0,1
Sergei Tkachenko,742,0,0,0,0,0,0,0,0,0,1
Tom Noble,743,0,0,0,0,0,0,0,0,0,1
Sandy Allan,747,0,0,0,0,0,0,0,0,0,1
Markus Ketterer,749,0,0,0,0,0,0,0,0,0,1
Jaroslav Miklenda,754,0,0,0,0,0,0,0,0,0,1
Kirk Daubenspeck,755,0,0,0,0,0,0,0,0,0,1
Greg Scott,756,0,0,0,0,0,0,0,0,0,1
C. J. Denomme,757,0,0,0,0,0,0,0,0,0,1
Chris Burns,758,0,0,0,0,0,0,0,0,0,1
Sonny Mignacca,761,0,0,0,0,0,0,0,0,0,1
Trent Cavicchi,762,0,0,0,0,0,0,0,0,0,1
Aaron Ellis,763,0,0,0,0,0,0,0,0,0,1
Jeffrey Moen,764,0,0,0,0,0,0,0,0,0,1
Wade Salzman,765,0,0,0,0,0,0,0,0,0,1
Petter Ronnqvist,767,0,0,0,0,0,0,0,0,0,1
Andrew Verner,768,0,0,0,0,0,0,0,0,0,1
Dan Ryder,774,0,0,0,0,0,0,0,0,0,1
Yanick Degrace,776,0,0,0,0,0,0,0,0,0,1
Jerome Butler,778,0,0,0,0,0,0,0,0,0,1
Jeff Callinan,780,0,0,0,0,0,0,0,0,0,1
Geoff Finch,781,0,0,0,0,0,0,0,0,0,1
Roch Belley,783,0,0,0,0,0,0,0,0,0,1
Corwin Saurdiff,784,0,0,0,0,0,0,0,0,0,1
Sean Gauthier,785,0,1,0,0,0,0,0,1,0,1
Derek Herlofsky,786,0,0,0,0,0,0,0,0,0,1
Jeff Lembke,787,0,0,0,0,0,0,0,0,0,1
Craig Brown,788,0,0,0,0,0,0,0,0,0,1
Jason Currie,789,0,0,0,0,0,0,0,0,0,1
Jamie Ram,790,0,1,0,0,0,0,0,1,0,1
Jason Fitzsimmons,792,0,0,0,0,0,0,0,0,0,1
Yevgeny Belosheiken,793,0,0,0,0,0,0,0,0,0,1
Andre Bouliane,794,0,0,0,0,0,0,0,0,0,1
Mike Veisor,796,0,0,0,0,0,0,0,0,0,1
Todd Bojcun,803,0,0,0,0,0,0,0,0,0,1
Greg Louder,804,0,0,0,0,0,0,0,0,0,1
Denis Casey,806,0,0,0,0,0,0,0,0,0,1
Jeff Levy,808,0,0,0,0,0,0,0,0,0,1
Mike Power,809,0,0,0,0,0,0,0,0,0,1
Shawn Murray,810,0,0,0,0,0,0,0,0,0,1
Pat Mazzoli,811,0,0,0,0,0,0,0,0,0,1
Robert Horyna,812,0,0,0,0,0,0,0,0,0,1
Jon Hillebrandt,815,0,0,0,0,0,0,0,0,0,1
John McKersie,817,0,0,0,0,0,0,0,0,0,1
Richard Borgo,820,0,0,0,0,0,0,0,0,0,1
Mike Parson,821,0,0,0,0,0,0,0,0,0,1
Allain Roy,823,0,0,0,0,0,0,0,0,0,1
Mike Heinke,825,0,0,0,0,0,0,0,0,0,1
Bryan Schoen,826,0,0,0,0,0,0,0,0,0,1
Thomas Newman,827,0,0,0,0,0,0,0,0,0,1
Bill Pye,828,0,0,0,0,0,0,0,0,0,1
Scott Cashman,829,0,0,0,0,0,0,0,0,0,1
Paul Krake,831,0,0,0,0,0,0,0,0,0,1
Gus Morschauser,833,0,0,0,0,0,0,0,0,0,1
Brian Lukowski,834,0,0,0,0,0,0,0,0,0,1
Todd Henderson,835,0,0,0,0,0,0,0,0,0,1
Michael Doneghey,836,0,0,0,0,0,0,0,0,0,1
Jason Glickman,837,0,0,0,0,0,0,0,0,0,1
Rob Fournier,841,0,0,0,0,0,0,0,0,0,1
Duane Derksen,843,0,0,0,0,0,0,0,0,0,1
Jeffrey Stolp,846,0,0,0,0,0,0,0,0,0,1
Scott Lagrand,847,0,0,0,0,0,0,0,0,0,1
David Di Vita,849,0,0,0,0,0,0,0,0,0,1
Corrie D'Alessio,850,0,1,0,0,0,0,0,1,0,1
Jeff Kruesel,852,0,0,0,0,0,0,0,0,0,1
Sakari Lindfors,854,0,0,0,0,0,0,0,0,0,1
Bryan Lafort,855,0,0,0,0,0,0,0,0,0,1
Tim Cole,857,0,0,0,0,0,0,0,0,0,1
Mike Gregorio,858,0,0,0,0,0,0,0,0,0,1
Charles Hughes,859,0,0,0,0,0,0,0,0,0,1
Michael Francis,860,0,0,0,0,0,0,0,0,0,1
Joe Caprinni,861,0,0,0,0,0,0,0,0,0,1
Francois Gravel,866,0,0,0,0,0,0,0,0,0,1
Mark Reimer,867,0,0,0,0,0,0,0,0,0,1
John Bradley,870,0,0,0,0,0,0,0,0,0,1
Todd Fanning,874,0,0,0,0,0,0,0,0,0,1
Gavin Armstrong,877,0,0,0,0,0,0,0,0,0,1
Peter Fry,878,0,0,0,0,0,0,0,0,0,1
John Fletcher,879,0,0,0,0,0,0,0,0,0,1
Mark Felicio,881,0,0,0,0,0,0,0,0,0,1
Mike Williams,882,0,0,0,0,0,0,0,0,0,1
Roger Rougelot,883,0,0,0,0,0,0,0,0,0,1
Ake Lilljebjorn,884,0,0,0,0,0,0,0,0,0,1
Hans Goran Elo,885,0,0,0,0,0,0,0,0,0,1
Steve Laurin,886,0,0,0,0,0,0,0,0,0,1
Dale Roehl,887,0,0,0,0,0,0,0,0,0,1
Shawn Simpson,888,0,0,0,0,0,0,0,0,0,1
Bill Horn,892,0,0,0,0,0,0,0,0,0,1
Frank Furlan,894,0,0,0,0,0,0,0,0,0,1
Peter Harris,895,0,0,0,0,0,0,0,0,0,1
Matt Merton,896,0,0,0,0,0,0,0,0,0,1
Kenton Rein,901,0,0,0,0,0,0,0,0,0,1
Sean Evoy,903,0,0,0,0,0,0,0,0,0,1
Eric Bohemier,904,0,0,0,0,0,0,0,0,0,1
Daniel Stephano,905,0,0,0,0,0,0,0,0,0,1
Darryl Gilmour,910,0,0,0,0,0,0,0,0,0,1
Sam Lindstahl,911,0,0,0,0,0,0,0,0,0,1
Andy Helmuth,913,0,0,0,0,0,0,0,0,0,1
Mark Gowans,916,0,0,0,0,0,0,0,0,0,1
Rich Burchill,917,0,0,0,0,0,0,0,0,0,1
